# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
EG11879,rraA,4118845,4119330,-,protein_coding
EG11880,menA,4119423,4120349,-,protein_coding
EG11881,hslU,4120416,4121747,-,protein_coding
EG11676,hslV,4121757,4122287,-,protein_coding
EG11529,ftsN,4122380,4123339,-,protein_coding
EG10200,cytR,4123431,4124456,-,protein_coding
EG10763,priA,4124612,4126810,-,protein_coding
EG10889,rpmE,4127013,4127225,+,protein_coding
EG11882,yiiX,4127286,4127894,-,protein_coding
EG10588,metJ,4128078,4128395,-,protein_coding
EG10582,metB,4128672,4129832,+,protein_coding
EG10590,metL,4129835,4132267,+,protein_coding
EG10585,metF,4132616,4133506,+,protein_coding
EG10511,katG,4133835,4136015,+,protein_coding
EG11902,yijE,4136108,4137013,+,protein_coding
EG11903,yijF,4137040,4137657,-,protein_coding
EG11904,gldA,4137932,4139035,-,protein_coding
EG11905,fsaB,4139046,4139708,-,protein_coding
EG11906,ptsA,4139720,4142221,-,protein_coding
EG11908,frwC,4142530,4143609,+,protein_coding
EG11909,frwB,4143624,4143944,+,protein_coding
EG11910,pflD,4143995,4146292,+,protein_coding
EG11911,pflC,4146258,4147136,+,protein_coding
EG11912,frwD,4147138,4147479,+,protein_coding
EG11913,yijO,4147466,4148317,-,protein_coding
EG11914,eptC,4148532,4150265,-,protein_coding
EG10756,ppc,4150447,4153098,-,protein_coding
EG11286,argE,4153696,4154847,-,protein_coding
EG10065,argC,4155001,4156005,+,protein_coding
EG10064,argB,4156013,4156789,+,protein_coding
EG11223,argH,4156850,4158223,+,protein_coding
EG31116,oxyS,4158278,4158394,-,protein_coding
EG10681,oxyR,4158490,4159407,+,protein_coding
EG11428,sthA,4159390,4160790,-,protein_coding
EG11394,fabR,4161067,4161771,+,protein_coding
EG11395,yijD,4161771,4162130,+,protein_coding
EG11022,trmA,4162170,4163270,-,protein_coding
EG10126,btuB,4163639,4165483,+,protein_coding
EG11204,murI,4165428,4166285,+,protein_coding
EG30085,rrsB,4166659,4168200,+,protein_coding
EG30032,gltT,4168372,4168447,+,protein_coding
EG30078,rrlB,4168641,4171544,+,protein_coding
EG30071,rrfB,4171637,4171756,+,protein_coding
EG11205,murB,4172057,4173085,+,protein_coding
EG10123,birA,4173082,4174047,+,protein_coding
EG10922,coaA,4174076,4175026,-,protein_coding
G7818,null,4175213,4175368,-,protein_coding
EG30102,thrU,4175388,4175463,+,protein_coding
EG30107,tyrU,4175472,4175556,+,protein_coding
EG30036,glyT,4175673,4175747,+,protein_coding
EG30101,thrT,4175754,4175829,+,protein_coding
EG11037,tufB,4175944,4177128,+,protein_coding
EG10939,secE,4177358,4177741,+,protein_coding
EG10667,nusG,4177743,4178288,+,protein_coding
EG10872,rplK,4178447,4178875,+,protein_coding
EG10864,rplA,4178879,4179583,+,protein_coding
EG10871,rplJ,4179996,4180493,+,protein_coding
EG10873,rplL,4180560,4180925,+,protein_coding
EG10894,rpoB,4181245,4185273,+,protein_coding
EG10895,rpoC,4185350,4189573,+,protein_coding
EG11429,yjaZ,4189786,4190325,+,protein_coding
G0-9388,sroH,4190327,4190487,-,protein_coding
EG11590,thiH,4190735,4191868,-,protein_coding
EG11589,thiG,4191865,4192635,-,protein_coding
G1,thiS,4192637,4192837,-,protein_coding
EG11587,thiF,4192821,4193576,-,protein_coding
EG11586,thiE,4193569,4194204,-,protein_coding
EG11585,thiC,4194204,4196099,-,protein_coding
EG11738,rsd,4196332,4196808,-,protein_coding
EG11702,nudC,4196903,4197676,+,protein_coding
EG11543,hemE,4197716,4198780,+,protein_coding
EG11915,nfi,4198790,4199461,+,protein_coding
EG11916,yjaG,4199504,4200094,+,protein_coding
EG10466,hupA,4200281,4200553,+,protein_coding
EG11917,yjaH,4200566,4201261,+,protein_coding
EG11918,zraP,4201263,4201688,-,protein_coding
EG10008,zraS,4201926,4203323,+,protein_coding
EG10482,zraR,4203320,4204645,+,protein_coding
EG10792,purD,4204642,4205931,-,protein_coding
EG10795,purH,4205943,4207532,-,protein_coding
EG30088,rrsE,4208147,4209688,+,protein_coding
EG30034,gltV,4209774,4209849,+,protein_coding
EG30081,rrlE,4210043,4212946,+,protein_coding
EG30074,rrfE,4213040,4213159,+,protein_coding
EG11206,yjaA,4213234,4213617,+,protein_coding
EG11207,yjaB,4213680,4214123,-,protein_coding
EG10581,metA,4214280,4215209,+,protein_coding
EG10023,aceB,4215478,4217079,+,protein_coding
EG10022,aceA,4217109,4218413,+,protein_coding
EG10026,aceK,4218596,4220332,+,protein_coding
G0-17105,aceK-int,4218879,4218963,+,protein_coding
EG11208,arpA,4220301,4222487,-,protein_coding
EG10491,iclR,4222804,4223628,-,protein_coding
EG10587,metH,4223828,4227511,+,protein_coding
EG11919,yjbB,4227731,4229362,+,protein_coding
EG11920,pepE,4229453,4230142,-,protein_coding
EG11921,rluF,4230354,4231226,+,protein_coding
EG11922,yjbD,4231359,4231631,-,protein_coding
EG10550,lysC,4231884,4233233,-,protein_coding
EG10702,pgi,4233758,4235407,+,protein_coding
EG11923,yjbE,4235906,4236148,+,protein_coding
EG11924,yjbF,4236262,4236900,+,protein_coding
EG11925,yjbG,4236897,4237634,+,protein_coding
EG11926,yjbH,4237634,4239730,+,protein_coding
G0-10606,yjbT,4239777,4240055,-,protein_coding
EG11209,psiE,4240325,4240735,+,protein_coding
EG11076,xylE,4240779,4242254,-,protein_coding
G0-17082,malH,4242531,4242633,-,protein_coding
EG10556,malG,4242626,4243516,-,protein_coding
EG10555,malF,4243531,4245075,-,protein_coding
EG10554,malE,4245229,4246419,-,protein_coding
EG10558,malK,4246784,4247899,+,protein_coding
EG10528,lamB,4247971,4249311,+,protein_coding
EG10559,malM,4249554,4250474,+,protein_coding
EG11927,yjbI,4250703,4252283,+,protein_coding
EG11369,ubiC,4252506,4253003,+,protein_coding
EG11370,ubiA,4253016,4253888,+,protein_coding
EG10740,plsB,4254043,4256466,-,protein_coding
EG10224,dgkA,4256637,4257005,+,protein_coding
EG10533,lexA,4257115,4257723,+,protein_coding
EG11491,dinF,4257742,4259121,+,protein_coding
EG11928,yjbJ,4259237,4259446,+,protein_coding
EG11929,zur,4259488,4260003,-,protein_coding
EG11930,yjbL,4260321,4260575,+,protein_coding
EG11931,yjbM,4260599,4261306,+,protein_coding
EG11932,dusA,4261669,4262706,+,protein_coding
EG11933,pspG,4262840,4263082,+,protein_coding
G0-16700,pspH,4263139,4263249,+,protein_coding
EG11492,qorA,4263248,4264231,-,protein_coding
EG10236,dnaB,4264314,4265729,+,protein_coding
EG10001,alr,4265782,4266861,+,protein_coding
EG11040,tyrB,4267114,4268307,+,protein_coding
G0-10607,yjbS,4268809,4269012,-,protein_coding
EG11934,aphA,4269414,4270127,+,protein_coding
EG11935,yjbQ,4270238,4270654,+,protein_coding
EG11936,yjbR,4270658,4271014,+,protein_coding
EG11061,uvrA,4271049,4273871,-,protein_coding
EG10976,ssb,4274125,4274661,+,protein_coding
EG11937,yjcB,4274760,4275041,-,protein_coding
EG11938,pdeC,4275471,4277057,+,protein_coding
EG10958,soxS,4277060,4277383,-,protein_coding
EG10957,soxR,4277469,4277933,+,protein_coding
G0-8875,ryjA,4277926,4278066,-,protein_coding
EG11939,ghxP,4278479,4279828,+,protein_coding
EG11940,yjcE,4279980,4281629,+,protein_coding
EG11941,yjcF,4281783,4283075,-,protein_coding
EG11942,actP,4283253,4284902,-,protein_coding
EG11943,yjcH,4284899,4285213,-,protein_coding
EG11448,acs,4285413,4287371,-,protein_coding
G0-17099,ytcB,4287611,4287667,+,protein_coding
EG11781,nrfA,4287764,4289200,+,protein_coding
EG11945,nrfB,4289245,4289811,+,protein_coding
EG11946,nrfC,4289808,4290479,+,protein_coding
EG11947,nrfD,4290476,4291432,+,protein_coding
EG11948,nrfE,4291512,4293170,+,protein_coding
EG11949,nrfF,4293163,4293546,+,protein_coding
EG11950,nrfG,4293543,4294139,+,protein_coding
EG10405,gltP,4294481,4295794,+,protein_coding
EG11951,yjcO,4296436,4297125,-,protein_coding
EG10285,fdhF,4297219,4299366,-,protein_coding
EG11952,mdtP,4299564,4301030,-,protein_coding
EG11953,mdtO,4301027,4303078,-,protein_coding
EG11954,mdtN,4303078,4304109,-,protein_coding
G0-10608,ytcA,4304128,4304403,-,protein_coding
EG11955,yjcS,4304612,4306597,-,protein_coding
EG11956,alsK,4306870,4307799,-,protein_coding
EG11957,alsE,4307783,4308478,-,protein_coding
EG11958,alsC,4308489,4309469,-,protein_coding
EG11959,alsA,4309448,4310980,-,protein_coding
EG12458,alsB,4311107,4312042,-,protein_coding
G7821,alsR,4312101,4312991,-,protein_coding
EG11827,rpiB,4313350,4313799,+,protein_coding
G0-9541,yjdP,4313868,4314197,+,protein_coding
EG10725,phnP,4314344,4315102,-,protein_coding
EG10724,phnO,4315104,4315538,-,protein_coding
EG10723,phnN,4315525,4316082,-,protein_coding
EG10722,phnM,4316082,4317218,-,protein_coding
EG10721,phnL,4317215,4317895,-,protein_coding
EG10720,phnK,4318006,4318764,-,protein_coding
EG10719,phnJ,4318761,4319606,-,protein_coding
EG10718,phnI,4319599,4320663,-,protein_coding
EG10717,phnH,4320663,4321247,-,protein_coding
EG10716,phnG,4321244,4321696,-,protein_coding
EG10715,phnF,4321697,4322422,-,protein_coding
EG11283,phnE1,4322443,4323281,-,protein_coding
EG10714,phnD,4323336,4324352,-,protein_coding
EG10713,phnC,4324377,4325165,-,protein_coding
EG10712,yjdN,4325298,4325741,-,protein_coding
G0-16699,naRNA6,4325805,4325881,-,protein_coding
G0-16698,naRNA5,4325905,4325981,-,protein_coding
G0-16697,naRNA4,4326005,4326081,-,protein_coding
G0-16696,naRNA3,4326105,4326181,-,protein_coding
G0-16695,naRNA2,4326205,4326281,-,protein_coding
G0-16694,naRNA1,4326305,4326381,-,protein_coding
EG10711,yjdM,4326399,4326734,-,protein_coding
EG11210,rdcA,4327135,4329363,+,protein_coding
G7823,rdcB,4329360,4330238,+,protein_coding
EG11612,proP,4330502,4332004,+,protein_coding
G0-10707,pmrR,4332116,4332205,+,protein_coding
EG11614,basS,4332181,4333272,-,protein_coding
EG11615,basR,4333282,4333950,-,protein_coding
EG11613,eptA,4333947,4335590,-,protein_coding
EG12462,adiC,4335694,4337031,-,protein_coding
EG11966,adiY,4337168,4337929,-,protein_coding
EG11501,adiA,4338254,4340521,-,protein_coding
EG11230,melR,4340720,4341628,-,protein_coding
EG10577,melA,4341911,4343266,+,protein_coding
EG10578,melB,4343369,4344790,+,protein_coding
G7825,yjdF,4344929,4345558,-,protein_coding
EG10357,fumB,4345680,4347326,-,protein_coding
EG10006,dcuB,4347404,4348744,-,protein_coding
G7826,dcuR,4349315,4350034,-,protein_coding
G7827,dcuS,4350031,4351662,-,protein_coding
G7828,yjdI,4351843,4352073,+,protein_coding
G7829,yjdJ,4352085,4352357,+,protein_coding
G7830,ghoS,4352584,4352880,+,protein_coding
G0-10472,ghoT,4352908,4353081,+,protein_coding
EG10553,lysU,4353200,4354717,-,protein_coding
EG12469,dtpC,4354954,4356411,-,protein_coding
EG10131,cadA,4356470,4358617,-,protein_coding
EG10132,cadB,4358697,4360031,-,protein_coding
EG10133,cadC,4360396,4361934,-,protein_coding
G0-16670,yjdQ,4362191,4362353,-,protein_coding
EG30064,pheU,4362551,4362626,-,protein_coding
EG12176,dicD,4362733,4363308,-,protein_coding
EG12178,dsbD,4363345,4365042,-,protein_coding
EG12177,cutA,4365018,4365356,-,protein_coding
EG11225,dcuA,4365472,4366773,-,protein_coding
G0-17100,aspX,4366839,4366951,-,protein_coding
EG10095,aspA,4366891,4368327,-,protein_coding
G7832,fxsA,4368664,4369140,+,protein_coding
G7833,yjeH,4369156,4370412,-,protein_coding
EG10600,groS,4370688,4370981,+,protein_coding
EG10599,groL,4371025,4372671,+,protein_coding
G7834,yjeI,4372809,4373162,+,protein_coding
G7835,yjeJ,4373365,4374234,-,protein_coding
G7836,epmB,4374629,4375657,-,protein_coding
EG12099,efp,4375699,4376265,+,protein_coding
G0-41,ecnA,4376317,4376442,+,protein_coding
G0-9562,ecnB,4376553,4376699,+,protein_coding
EG11616,gdx,4376875,4377192,+,protein_coding
G7837,blc,4377189,4377722,-,protein_coding
EG10040,ampC,4377811,4378944,-,protein_coding
EG10333,frdD,4379007,4379366,-,protein_coding
EG10332,frdC,4379377,4379772,-,protein_coding
EG10331,frdB,4379783,4380517,-,protein_coding
EG10330,frdA,4380510,4382318,-,protein_coding
EG11211,epmA,4382643,4383620,+,protein_coding
EG12475,yjeM,4383839,4385341,+,protein_coding
G7838,yjeN,4385393,4385707,+,protein_coding
G7839,yjeO,4385704,4386018,+,protein_coding
G7840,mscM,4386047,4389370,-,protein_coding
EG10775,psd,4389392,4390360,-,protein_coding
G7841,rsgA,4390457,4391509,-,protein_coding
G7842,orn,4391604,4392149,+,protein_coding
EG30038,glyV,4392360,4392435,+,protein_coding
EG30040,glyX,4392472,4392547,+,protein_coding
EG30041,glyY,4392583,4392658,+,protein_coding
G0-10642,yjeV,4392892,4392945,+,protein_coding
G7843,queG,4392928,4394067,-,protein_coding
EG11758,nnr,4394066,4395613,+,protein_coding
EG11757,tsaE,4395585,4396046,+,protein_coding
EG11363,amiB,4396065,4397402,+,protein_coding
EG11281,mutL,4397412,4399259,+,protein_coding
EG10595,miaA,4399252,4400202,+,protein_coding
EG10438,hfq,4400288,4400596,+,protein_coding
EG10437,hflX,4400672,4401952,+,protein_coding
EG10436,hflK,4402038,4403297,+,protein_coding
EG10435,hflC,4403300,4404304,+,protein_coding
G7844,yjeT,4404386,4404583,+,protein_coding
EG10790,purA,4404687,4405985,+,protein_coding
EG11212,nsrR,4406190,4406615,+,protein_coding
EG11259,rnr,4406654,4409095,+,protein_coding
G7845,rlmB,4409275,4410006,+,protein_coding
G7846,yjfI,4410133,4410534,+,protein_coding
G7847,yjfJ,4410553,4411251,+,protein_coding
G7848,yjfK,4411302,4411961,+,protein_coding
G7849,yjfL,4411979,4412377,+,protein_coding
G7850,yjfM,4412387,4413025,+,protein_coding
EG11812,yjfC,4413028,4414191,+,protein_coding
EG11811,aidB,4414275,4415900,+,protein_coding
G7851,yjfN,4416017,4416292,-,protein_coding
G7852,bsmA,4416441,4416770,-,protein_coding
G7853,yjfP,4416952,4417701,+,protein_coding
G7854,ulaR,4417698,4418453,-,protein_coding
G7855,ulaG,4418561,4419625,-,protein_coding
G7856,ulaA,4419980,4421377,+,protein_coding
EG12494,ulaB,4421393,4421698,+,protein_coding
EG12495,ulaC,4421708,4422172,+,protein_coding
G7858,ulaD,4422186,4422836,+,protein_coding
G7859,ulaE,4422846,4423700,+,protein_coding
G7860,ulaF,4423700,4424386,+,protein_coding
G7861,yjfY,4424516,4424791,-,protein_coding
EG10905,rpsF,4425118,4425513,+,protein_coding
EG10764,priB,4425520,4425834,+,protein_coding
EG10917,rpsR,4425839,4426066,+,protein_coding
EG10870,rplI,4426108,4426557,+,protein_coding
G7862,yjfZ,4426628,4427422,-,protein_coding
G7863,ytfA,4427694,4428095,+,protein_coding
G7864,ytfB,4428079,4428717,-,protein_coding
G7865,fklB,4428935,4429555,+,protein_coding
EG12504,cycA,4429864,4431276,+,protein_coding
G7866,ytfE,4431321,4431983,-,protein_coding
G7867,ytfF,4432091,4433056,-,protein_coding
G7868,qorB,4433164,4434024,-,protein_coding
G7869,ytfH,4434113,4434493,+,protein_coding
EG10160,cpdB,4434622,4436565,-,protein_coding
EG10043,cysQ,4436755,4437495,+,protein_coding
G7870,ytfI,4437707,4438645,+,protein_coding
G7871,ytfJ,4438708,4439262,-,protein_coding
G7872,ytfK,4439587,4439793,+,protein_coding
G7873,paeA,4439872,4441215,-,protein_coding
G0-10706,null,4441225,4441330,-,protein_coding
EG11433,msrA,4441538,4442176,-,protein_coding
G7874,tamA,4442382,4444115,+,protein_coding
G7875,tamB,4444112,4447891,+,protein_coding
G7876,ytfP,4447894,4448235,+,protein_coding
EG11213,yzfA,4447976,4448245,-,protein_coding
EG11250,chpS,4448447,4448698,+,protein_coding
EG12096,chpB,4448692,4449042,+,protein_coding
EG10755,ppa,4449122,4449652,-,protein_coding
EG12517,ytfQ,4449962,4450918,+,protein_coding
EG12518,ytfR,4451058,4452560,+,protein_coding
EG12520,ytfT,4452571,4453596,+,protein_coding
EG12439,yjfF,4453583,4454578,+,protein_coding
EG10283,fbp,4454611,4455609,-,protein_coding
EG12440,mpl,4455785,4457158,+,protein_coding
EG11410,yjgA,4457314,4457865,-,protein_coding
EG10741,tldE,4457959,4459311,+,protein_coding
EG50008,cybC,4459488,4459855,+,protein_coding
G812,nrdG,4459900,4460364,-,protein_coding
EG11417,nrdD,4460522,4462660,-,protein_coding
EG11402,treC,4463054,4464709,-,protein_coding
EG12127,treB,4464759,4466180,-,protein_coding
EG12202,treR,4466299,4467246,-,protein_coding
G0-10689,mgtL,4467431,4467484,+,protein_coding
EG12525,mgtA,4467625,4470321,+,protein_coding
G7877,ridA,4470527,4470913,-,protein_coding
EG10811,pyrI,4470986,4471447,-,protein_coding
EG10805,pyrB,4471460,4472395,-,protein_coding
EG11279,pyrL,4472399,4472533,-,protein_coding
G7878,null,4472513,4472845,+,protein_coding
G7879,yjgH,4472814,4473209,-,protein_coding
G7880,bdcA,4473340,4474053,-,protein_coding
G7882,bdcR,4474124,4474717,+,protein_coding
G7881,null,4474227,4474391,+,protein_coding
G7883,tabA,4474862,4475314,+,protein_coding
G7884,yjgL,4475437,4477251,+,protein_coding
EG10069,argI,4477307,4478311,-,protein_coding
G7885,rraB,4478473,4478889,+,protein_coding
G7886,yjgM,4479034,4479537,-,protein_coding
G7887,yjgN,4479730,4480926,+,protein_coding
EG11067,valS,4480982,4483837,-,protein_coding
EG11413,holC,4483837,4484280,-,protein_coding
EG10694,pepA,4484440,4485951,-,protein_coding
G0-17096,ytgB,4486043,4486099,+,protein_coding
G0-17046,ytgA,4486105,4486155,+,protein_coding
G7888,lptF,4486218,4487318,+,protein_coding
G7889,lptG,4487318,4488400,+,protein_coding
G7890,yjgR,4488561,4490063,-,protein_coding
G7891,idnR,4490141,4491139,-,protein_coding
EG12539,idnT,4491206,4492525,-,protein_coding
G7892,idnO,4492587,4493351,-,protein_coding
G7893,idnD,4493375,4494406,-,protein_coding
EG12152,idnK,4494623,4495186,+,protein_coding
EG11436,ahr,4495190,4496209,-,protein_coding
EG30053,leuX,4496405,4496489,+,protein_coding
EG12364,intB,4496750,4497940,+,protein_coding
G0-10546,insCD6,4498272,4499500,+,protein_coding
G7894,insC6,4498272,4498637,+,protein_coding
G7895,insD6,4498595,4499500,+,protein_coding
G7898,yjgX,4499593,4500791,-,protein_coding
G7896,yjgW,4499599,4499934,+,protein_coding
G7899,yjgZ,4501260,4501589,+,protein_coding
G7900,insG,4502103,4503431,-,protein_coding
EG12544,nanX,4504058,4505275,+,protein_coding
G7901,nanY,4505287,4506405,+,protein_coding
G0-10616,ythA,4506448,4506573,+,protein_coding
G7902,yjhD,4506626,4506856,-,protein_coding
G7903,yjhE,4506861,4507109,+,protein_coding
G7905,insI3,4507466,4508617,-,protein_coding
G0-10567,insM,4508684,4508942,-,protein_coding
G7907,yjhV,4509804,4510133,+,protein_coding
EG10290,fecE,4510690,4511457,-,protein_coding
EG10289,fecD,4511458,4512414,-,protein_coding
EG10288,fecC,4512411,4513409,-,protein_coding
EG10287,fecB,4513406,4514308,-,protein_coding
EG10286,fecA,4514353,4516677,-,protein_coding
EG10292,fecR,4516764,4517717,-,protein_coding
EG10291,fecI,4517714,4518235,-,protein_coding
G0-17047,ykiE,4518372,4518440,+,protein_coding
G7908,insA7,4518527,4518802,+,protein_coding
G0-10569,insB7,4518721,4519224,+,protein_coding
G7909,yjhU,4519338,4520324,-,protein_coding
EG12548,yjhF,4520671,4522020,-,protein_coding
G7910,yjhG,4522127,4524094,-,protein_coding
G7911,yjhH,4524105,4525010,-,protein_coding
G7912,yjhI,4525015,4525803,-,protein_coding
G7913,sgcR,4526106,4526888,-,protein_coding
G7914,sgcE,4526905,4527537,-,protein_coding
EG12554,sgcA,4527549,4527980,-,protein_coding
G0-10609,ryjB,4527977,4528066,+,protein_coding
G7915,sgcQ,4528111,4528917,-,protein_coding
EG12556,sgcC,4528930,4530243,-,protein_coding
G0-10241,sgcB,4530255,4530533,-,protein_coding
EG12557,sgcX,4530530,4531651,-,protein_coding
G0-16671,yjhY,4532050,4532310,-,protein_coding
G7916,yjhP,4532437,4533183,-,protein_coding
G7917,yjhQ,4533239,4533784,-,protein_coding
G0-10473,topAI,4533796,4534053,-,protein_coding
G0-16672,yjhZ,4534430,4534675,-,protein_coding
G7918,yjhR,4535015,4536031,+,protein_coding
G0-17048,ythB,4536597,4536695,+,protein_coding
